company,person,position,source,notes,project_id,trust_level
Thryve Earth (parent of PT Thryve.Earth Indonesia),Harish Reddy,Head of Capital Partnerships,https://www.thryve.earth/team,Parent company of PT Thryve.Earth Indonesia (in DATASET_companies.csv),,direct_website
Thryve.Earth PTE LTD,Ron Steinherz,Chief Product Officer (CPO),PDD VCS5891 dated 2026,"From PDD 2026; same person as Co-Founder & CPO of Thryve Earth (parent), signing for the Indonesian entity",VCS5891,recent_pdd
Triputra Group (parent of PT Belantara Sejahtera Mandiri),Christian Ariano Rachmat,President Commissioner,https://triputra-group.com/en/tentang-kami/profil/,"Triputra Group is the parent of Triputra Agro Persada (TAP), which is the parent of PT Belantara Sejahtera Mandiri (in DATASET_companies.csv)",,direct_website
Triputra Group (parent of PT Belantara Sejahtera Mandiri),Hadi Kasim,Vice President Commissioner,https://triputra-group.com/en/tentang-kami/profil/,Parent of PT Belantara Sejahtera Mandiri,,direct_website
Triputra Group (parent of PT Belantara Sejahtera Mandiri),Arif Rachmat,Commissioner,https://triputra-group.com/en/tentang-kami/profil/,Parent of PT Belantara Sejahtera Mandiri; separate news reports name him as Direktur Utama of TAP (operating subsidiary) — verify,,direct_website
Triputra Group (parent of PT Belantara Sejahtera Mandiri),Kho Sioe Hong,Commissioner,https://triputra-group.com/en/tentang-kami/profil/,Parent of PT Belantara Sejahtera Mandiri,,direct_website
Triputra Group (parent of PT Belantara Sejahtera Mandiri),Tjandra Karya Hermanto,President Director,https://triputra-group.com/en/tentang-kami/profil/,Parent of PT Belantara Sejahtera Mandiri,,direct_website
Triputra Group (parent of PT Belantara Sejahtera Mandiri),Erida Djuhandi,Director,https://triputra-group.com/en/tentang-kami/profil/,Parent of PT Belantara Sejahtera Mandiri,,direct_website
Triputra Group (parent of PT Belantara Sejahtera Mandiri),Deborah Sugiarto,Chief of Corporate Finance,https://triputra-group.com/en/tentang-kami/profil/,Parent of PT Belantara Sejahtera Mandiri,,direct_website
Triputra Group (parent of PT Belantara Sejahtera Mandiri),Bambang Sulistyanto,Chief of Corporate Operation Development,https://triputra-group.com/en/tentang-kami/profil/,Parent of PT Belantara Sejahtera Mandiri,,direct_website
Triputra Group (parent of PT Belantara Sejahtera Mandiri),Thomas Sugito,Chief of Corporate Legal,https://triputra-group.com/en/tentang-kami/profil/,Parent of PT Belantara Sejahtera Mandiri,,direct_website
TSH Resources Berhad,Kelvin Tan Aik Pen,Chairman / Co-Founder,https://www.tsh.com.my/board-of-directors/,,VCS4467,direct_website
TSH Resources Berhad,Jasmy Ismail,Independent Non-Executive Director,https://www.tsh.com.my/board-of-directors/,"Page lists him as ""Dato' Jasmy Ismail""",VCS4467,direct_website
TSH Resources Berhad,Natasha Zulkifli,Independent Non-Executive Director,https://www.tsh.com.my/board-of-directors/,,VCS4467,direct_website
TSH Resources Berhad,Paul Lim Joo Heng,Independent Non-Executive Director,https://www.tsh.com.my/board-of-directors/,,VCS4467,direct_website
TSH Resources Berhad,Ina Hasniza Ibrahim,Independent Non-Executive Director,https://www.tsh.com.my/board-of-directors/,,VCS4467,direct_website
TSH Resources Berhad,Lim Fook Hin,Non-Independent Non-Executive Director,https://www.tsh.com.my/board-of-directors/,,VCS4467,direct_website
TSH Resources Berhad,Fong Ging Pang,Executive Director,https://www.tsh.com.my/board-of-directors/,,VCS4467,direct_website
TSH Resources Berhad,Zackaria Bin Abdulah,General Manager (as of 2023),Verra API doc: VCS4467 PDD dated 2023 (TSH Grouped Biogas Recovery),Operational GM; separate from main TSH Resources Bhd board listed via tsh.com.my,VCS4467,older_pdd
Value Network Ventures Pte Ltd,Sandeep Roy Choudhury,Co Founder & Director,https://vnv.earth/team/,,"GS23214, GS23215",direct_website
Value Network Ventures Pte Ltd,Manjari Chandra,Team Head - Portfolio Management,https://vnv.earth/team/,,"GS23214, GS23215",direct_website
Value Network Ventures Pte Ltd,Pourush Prakash,Team Head - Commercials,https://vnv.earth/team/,,"GS23214, GS23215",direct_website
Value Network Ventures Pte Ltd,Filip Tetaert,"Team Head - Agriculture, Forestry and Land-Use (AFOLU)",https://vnv.earth/team/,AFOLU lead — relevant to Indonesian carbon/forestry projects,"GS23214, GS23215",direct_website
Value Network Ventures Pte Ltd,Kasturi Navalkar,Team Head - Partnerships,https://vnv.earth/team/,,"GS23214, GS23215",direct_website
Value Network Ventures Pte Ltd,Atri Shaw,Team Head - REDD+ Projects,https://vnv.earth/team/,"REDD+ lead — directly relevant to Indonesian forestry projects. Page lists him as ""Dr. Atri Shaw""","GS23214, GS23215",direct_website
Value Network Ventures Pte Ltd,Jibotosh Pandit,Head - Remote Sensing & GIS,https://vnv.earth/team/,,"GS23214, GS23215",direct_website
Vlinder Austria GmbH(Proponent),Robin Bartmann,Director (signed VCS Listing Representation 5032 dated 21.05.2023),VCS Listing Representation for VCS5032 dated 21 May 2023,Listing Representation confirms director role (same person as COO via website); robin.bartmann@vlinderclimate.com signed as director,VCS5032,other
Vlinder Austria GmbH(Proponent),Tom Kagerer,CEO,https://vlinderclimate.com/,Executive Leadership,VCS5032,direct_website
Vlinder Austria GmbH(Proponent),Sergey Ivliev,"Founder, Chief Strategy Officer",https://vlinderclimate.com/,"Page lists him as ""Dr. Sergey Ivliev""",VCS5032,direct_website
Vlinder Austria GmbH(Proponent),Lena Mechenkova,"Founder, Head of Projects",https://vlinderclimate.com/,,VCS5032,direct_website
Vlinder Austria GmbH(Proponent),Robin Bartmann,COO,https://vlinderclimate.com/,,VCS5032,direct_website
Vlinder Austria GmbH(Proponent),Christian Svoboda,CFO,https://vlinderclimate.com/,,VCS5032,direct_website
Vlinder Austria GmbH(Proponent),Holly Elgar,Technical and Knowledge Lead,https://vlinderclimate.com/,,VCS5032,direct_website
Vlinder Austria GmbH(Proponent),Galih Prasetya,Implementation Lead - Indonesia,https://vlinderclimate.com/,Indonesia-specific role,VCS5032,direct_website
"W Investment Co., Ltd.",Sharon Wang,Director,PDD VCS5524 dated 2025 (Central Seram IFM RestorationWISE),"From PDD 2025; W Investment Co., Ltd. is NOT in DATASET_companies.csv — flagged in comparison",VCS5524,recent_pdd
Wetlands International (referenced in Katingan PDD; not in DATASET_companies.csv),I Nyoman Suryadiputra,"Director Indonesia Programme, Wetlands International","PDD VCS1477 dated May 2016 (Katingan PDD, partner organization)",Wetlands International is NOT in DATASET_companies.csv; included as PDD-derived partner; from PDD 2016,VCS1477,older_pdd
Wildlife Works,Mike Korchinsky,Founder and CEO,https://www.wildlifeworks.com/team,Founded Wildlife Works in 1997; pioneer of REDD+ in Kenya,VCS5799,direct_website
Wildlife Works,Catherine Zambrano,Chief Financial Officer,https://www.wildlifeworks.com/team,,VCS5799,direct_website
Wildlife Works,Jeremy Freund,Chief Climate Officer,https://www.wildlifeworks.com/team,,VCS5799,direct_website
Wildlife Works,Mwangi Githiru,Chief Conservation Officer,https://www.wildlifeworks.com/team,"Page lists him as ""Dr Mwangi Githiru""",VCS5799,direct_website
Wildlife Works,Lider Sucre,Regional VP for Latin America,https://www.wildlifeworks.com/team,,VCS5799,direct_website
Wildlife Works,Jamie Hendriksen,Regional VP of Africa,https://www.wildlifeworks.com/team,,VCS5799,direct_website
Wildlife Works,Brian Williams,Regional VP of Asia,https://www.wildlifeworks.com/team,Asia regional lead — relevant to Indonesia operations,VCS5799,direct_website
Wildlife Works,Jean-Robert Bwangoy Bankanza Bolambee,Head of D.R. Congo,https://www.wildlifeworks.com/team,,VCS5799,direct_website
Wildlife Works,Joyce Hu,VP of Global Marketing,https://www.wildlifeworks.com/team,,VCS5799,direct_website
Wildlife Works,Amrita McRae,Head of Global Accounting,https://www.wildlifeworks.com/team,,VCS5799,direct_website
Wildlife Works,Pierre Kinkela,Chief of Staff,https://www.wildlifeworks.com/team,,VCS5799,direct_website
Yagasu Aceh,Bambang Suprayogi,Contact (no title in PDD),PDD/Monitoring Report VCS1493 dated 2019,From PDD 2019,VCS1493,older_pdd
Yayasan Bumi Sasmaya,IGN Agastya Yatra,Head of Foundation,https://bumisasmaya.org/about-us/,,GS7561,direct_website
Yayasan Bumi Sasmaya,Sean Nino Lotze,Founder (Board of Trustee),https://bumisasmaya.org/about-us/,,GS7561,direct_website
Yayasan Bumi Sasmaya,Komang Cahyendra,Supervisor (Board of Trustee),https://bumisasmaya.org/about-us/,,GS7561,direct_website
Yayasan Hamparan Eco Semesta,Wanda Aristiani Evans,Contact (no title in PDD),PDD VCS4782 dated 2023,From PDD 2023,VCS4782,older_pdd
Yayasan Inisiasi Alam Rehabilitasi Indonesia (YIARI),Karmele Llano Sanchez,Founder and Chief Executive Officer,https://www.linkedin.com/in/karmele-llano-sanchez-21919b354/,"yiari.or.id blocked by 403 to WebFetch; LinkedIn profile is her own public-facing record. Wildlife Conservation Veterinarian; co-founded YIARI 2008 with funding from International Animal Rescue (IAR). Title quote: ""Founder and Chief Executive Officer at Yayasan Inisiasi Alam Rehabilitasi Indonesia (YIARI)""",VCS3591,linkedin
Yayasan Konservasi Pesisir Indonesia (YAKOPI),Eling Tuhono,Director,https://www.yakopi.org/,"Identified as ""YAKOPI Director"" on homepage news; full name: Eling Tuhono, S.Pd., M.Si.",VCS5545,direct_website
Yayasan Puter Indonesia (referenced in Katingan PDD; not in DATASET_companies.csv),Yekti Wahyuni,Executive Director,PDD VCS1477 dated May 2016,Yayasan Puter Indonesia is NOT in DATASET_companies.csv; from PDD 2016,VCS1477,older_pdd
Yayasan Rumah Energi (YRE),Maritje Hutapea,Chairwoman of the Advisory Board,https://www.rumahenergi.org/en/about-rumah-energi/our-team,,GS5303,direct_website
Yayasan Rumah Energi (YRE),Sandra Winarsa,Member of the Advisory Board,https://www.rumahenergi.org/en/about-rumah-energi/our-team,,GS5303,direct_website
Yayasan Rumah Energi (YRE),Husnul Maad,Chairman of the Supervisory Board,https://www.rumahenergi.org/en/about-rumah-energi/our-team,,GS5303,direct_website
Yayasan Rumah Energi (YRE),Elrika Hamdi,Member of the Supervisory Board,https://www.rumahenergi.org/en/about-rumah-energi/our-team,,GS5303,direct_website
Yayasan Rumah Energi (YRE),Husni Irawati,Member of the Supervisory Board,https://www.rumahenergi.org/en/about-rumah-energi/our-team,,GS5303,direct_website
Yayasan Rumah Energi (YRE),Sumanda Tondang,Executive Director,https://www.rumahenergi.org/en/about-rumah-energi/our-team,,GS5303,direct_website
Yayasan Rumah Energi (YRE),Gustina,Operation Director & Project Manager Pro-Women,https://www.rumahenergi.org/en/about-rumah-energi/our-team,,GS5303,direct_website
Yayasan Rumah Energi (YRE),Hernety,Finance Director,https://www.rumahenergi.org/en/about-rumah-energi/our-team,,GS5303,direct_website
Zero Carbon Forestry Management Pte Ltd,Joel Hogarth,Contact (no title in PDD),PDD VCS4782 dated 2023,From PDD 2023,VCS4782,older_pdd
Agraus Resources,(no info found),,https://agrausresources.com/,"Searched https://agrausresources.com/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS5475,(none)
"AgriCapture, Inc.",(no info found),,https://agricapture.com/,"Searched https://agricapture.com/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS5956,(none)
AgriTC,(no info found),,?,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn.",VCS5956,(none)
Ambrawa village,(no info found),,https://registry.verra.org/app/projectDetail/VCS/3226,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS3226,(none)
APOLOWNIA SAS,(no info found),,https://www.apolownia.com/,"Searched https://www.apolownia.com/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS5448,(none)
atmosfair gGmbH,(no info found),,https://cdm.unfccc.int/UserManagement/FileStorage/3CEHJR07WGKNQY84MOVBPFTX2DZ6I9,"No company website in dataset — URL points to a registry document. Try the project's PDD (Project Design Document) at https://cdm.unfccc.int/UserManagement/FileStorage/3CEHJR07WGKNQY84MOVBPFTX2DZ6I9 for company contact details, or search for the company on companieshouse.id.",GS1299,(none)
BALIFOKUS,(no info found),,https://cdm.unfccc.int/UserManagement/FileStorage/3CEHJR07WGKNQY84MOVBPFTX2DZ6I8,"No company website in dataset — URL points to a registry document. Try the project's PDD (Project Design Document) at https://cdm.unfccc.int/UserManagement/FileStorage/3CEHJR07WGKNQY84MOVBPFTX2DZ6I8 for company contact details, or search for the company on companieshouse.id.",GS1298,(none)
Batu Ampar village,(no info found),,https://registry.verra.org/app/projectDetail/VCS/3227,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS3226,(none)
Bentang Kalimantan,(no info found),,https://bentangkalimantan.org/,"Searched https://bentangkalimantan.org/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS3226,(none)
Bentang Kalimantan Tangguh,(no info found),,https://bentangkalimantan.org/,"Searched https://bentangkalimantan.org/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS5371,(none)
BEST (Tangerang and Surabya): Bina Ekonomi Sosial Terpadu (Institute for integrated economic and social development),(no info found),,https://cdm.unfccc.int/UserManagement/FileStorage/3CEHJR07WGKNQY84MOVBPFTX2DZ6I6,"No company website in dataset — URL points to a registry document. Try the project's PDD (Project Design Document) at https://cdm.unfccc.int/UserManagement/FileStorage/3CEHJR07WGKNQY84MOVBPFTX2DZ6I6 for company contact details, or search for the company on companieshouse.id.",GS1296,(none)
BORDA (Bremen Overseas Research and Development Association) Indonesia,(no info found),,https://cdm.unfccc.int/UserManagement/FileStorage/3CEHJR07WGKNQY84MOVBPFTX2DZ6I5,"No company website in dataset — URL points to a registry document. Try the project's PDD (Project Design Document) at https://cdm.unfccc.int/UserManagement/FileStorage/3CEHJR07WGKNQY84MOVBPFTX2DZ6I5 for company contact details, or search for the company on companieshouse.id.",GS1295,(none)
Canopy Carbon PTE LTD,(no info found),,https://www.canopycarbon.org/,"Searched https://www.canopycarbon.org/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS5736,(none)
Caritas Switzerland,(no info found),,https://assurance-platform.goldstandard.org/project-documents/GS1374,"No company website in dataset — URL points to a registry document. Try the project's PDD (Project Design Document) at https://assurance-platform.goldstandard.org/project-documents/GS1374 for company contact details, or search for the company on companieshouse.id.",GS1374,(none)
Deloitte Advisory (Hong Kong) Limited,(no info found),,https://www.deloitte.com/cn/en/offices/hongkong.html,"Searched https://www.deloitte.com/cn/en/offices/hongkong.html — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS5585,(none)
EcoSecurities Group Limited,(no info found),,https://ecosecurities.com/about/,"Searched https://ecosecurities.com/about/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",GS23332,(none)
Ecosecurities Group Limited (EGL),(no info found),,https://ecosecurities.com/,"Searched https://ecosecurities.com/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS5458,(none)
Electrabel NV/SA,(no info found),,https://nl.wikipedia.org/wiki/Engie_Electrabel,"Searched https://nl.wikipedia.org/wiki/Engie_Electrabel — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",GS12113,(none)
Form International B.V.,(no info found),,https://www.houtwereld.nl/handel/certificeringen-en-keurmerken/form-international-failliet-kans-op-doorstart-gering/,"Searched https://www.houtwereld.nl/handel/certificeringen-en-keurmerken/form-international-failliet-kans-op-doorstart-gering/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS5371,(none)
Global Mangrove Trust,(no info found),,https://globalmangrove.org,"Searched https://globalmangrove.org — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",GS23180,(none)
Himpanzee Pte Ltd,(no info found),,https://www.himpanzee.com/,"Searched https://www.himpanzee.com/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS2403,(none)
HIVOS Humanist Institute for Co-operation with Developing Countries,(no info found),,https://hivos.nl,"Searched https://hivos.nl — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",GS1174,(none)
InfiniteEARTH,(no info found),,XXX,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn.",VCS674,(none)
Jaringan untuk Hutan (JAUH),(no info found),,https://www.reddprojectsdatabase.org/partner/2177-ribang-gayo-musara-rgm/,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS3012,(none)
K.S.U Mahara,(no info found),,https://www.reddprojectsdatabase.org/partner/2177-ribang-gayo-musara-rgm/,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS3012,(none)
Knowledge Integration Services (Singapore) PTE. Ltd.,(no info found),,https://kisgroup.net/,"Searched https://kisgroup.net/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS4792,(none)
Knowledge Intergration Services (Singapore) Pte. Ltd,(no info found),,https://kisgroup.net/,"Searched https://kisgroup.net/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS5962,(none)
Koalisi Pegiat Lingkungan Pulau Belitung (KPLPB),(no info found),,https://www.reddprojectsdatabase.org/partner/2177-ribang-gayo-musara-rgm/,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS3012,(none)
Kokusai Kogyo,(no info found),,https://www.kkc.co.jp/english/,"Searched https://www.kkc.co.jp/english/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS2395,(none)
Kopepi Ketiara,(no info found),,https://www.reddprojectsdatabase.org/partner/2177-ribang-gayo-musara-rgm/,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS3012,(none)
Koperasi Gayo Antara,(no info found),,https://www.reddprojectsdatabase.org/partner/2177-ribang-gayo-musara-rgm/,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS3012,(none)
Koperasi Kopi Gayo Organik (KKGO),(no info found),,https://www.reddprojectsdatabase.org/partner/2177-ribang-gayo-musara-rgm/,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS3012,(none)
Kuoni Travel Holding Limited,(no info found),,https://assurance-platform.goldstandard.org/project-documents/GS1374,"No company website in dataset — URL points to a registry document. Try the project's PDD (Project Design Document) at https://assurance-platform.goldstandard.org/project-documents/GS1374 for company contact details, or search for the company on companieshouse.id.",GS1374,(none)
Leuser Hijau Lestari (LAHIR),(no info found),,https://www.reddprojectsdatabase.org/partner/2177-ribang-gayo-musara-rgm/,"No company website in dataset — URL points to a registry document. Try the project's PDD (Project Design Document) at https://www.reddprojectsdatabase.org/partner/2177-ribang-gayo-musara-rgm/ for company contact details, or search for the company on companieshouse.id.",VCS3012,(none)
Livelihoods Carbon Fund SICAV-RAIF,(no info found),,https://innpact.com/references/lcf3-livelihoods-carbon-fund/,"Searched https://innpact.com/references/lcf3-livelihoods-carbon-fund/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",GS13164,(none)
Livelihoods Venture,(no info found),,https://livelihoods.eu/press-release-livelihoods-venture-announces-the-appointment-of-its-ceo/,"Searched https://livelihoods.eu/press-release-livelihoods-venture-announces-the-appointment-of-its-ceo/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",GS13164,(none)
LPHD Dusun Kecil,(no info found),,XXX,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS5834,(none)
LPHD Kampung Baru,(no info found),,XXX,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS5834,(none)
LPHD Kampung Baru Head,(no info found),,XXX,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS5834,(none)
"LPTP Lembaga PEMBANGUNAN Teknologi Perdesaan (Foundation for the development of
rural tecnologies)",(no info found),,https://cdm.unfccc.int/UserManagement/FileStorage/3CEHJR07WGKNQY84MOVBPFTX2DZ6I7,"No company website in dataset — URL points to a registry document. Try the project's PDD (Project Design Document) at https://cdm.unfccc.int/UserManagement/FileStorage/3CEHJR07WGKNQY84MOVBPFTX2DZ6I7 for company contact details, or search for the company on companieshouse.id.",GS1297,(none)
Manggala Karbon Indonesia,(no info found),,https://vlinderclimate.com/kupu-kupu,"Searched https://vlinderclimate.com/kupu-kupu — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS5032,(none)
Masarang Foundation,(no info found),,https://masarang.eu/,"Searched https://masarang.eu/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS5891,(none)
Medan Mas village,(no info found),,https://registry.verra.org/app/projectDetail/VCS/3228,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS3226,(none)
Ministry of Climate and Energy Danish Energy Agency,(no info found),,https://cdm.unfccc.int/UserManagement/FileStorage/XF8CZ04RIDNJPK2GWH169O7BQVYETL,"No company website in dataset — URL points to a registry document. Try the project's PDD (Project Design Document) at https://cdm.unfccc.int/UserManagement/FileStorage/XF8CZ04RIDNJPK2GWH169O7BQVYETL for company contact details, or search for the company on companieshouse.id.",GS942,(none)
myclimate – The Climate Protection Partnership,(no info found),,https://www.myclimate.org/en/get-active/climate-protection-projects/,"Searched https://www.myclimate.org/en/get-active/climate-protection-projects/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.","GS1374, GS423",(none)
Neusa Global Pte Ltd,(no info found),,https://www.credencedata.com/company-profile/sgp/neusa-global-pte-ltd-27ef2708,"Searched https://www.credencedata.com/company-profile/sgp/neusa-global-pte-ltd-27ef2708 — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS5631,(none)
Nipah Panjang village,(no info found),,https://registry.verra.org/app/projectDetail/VCS/3229,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS3226,(none)
Orangutan Foundation International,(no info found),,XXX,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn.",VCS674,(none)
Padang Tikar Sahu village,(no info found),,https://registry.verra.org/app/projectDetail/VCS/3230,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS3226,(none)
Perkumpulan SAMPAN Kalimantan,(no info found),,https://sampankalimantan.id/,"Searched https://sampankalimantan.id/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS5834,(none)
Perumda Air Minum Tirta Rangga Subang,(no info found),,https://www.instagram.com/perumdatrs/,"Searched https://www.instagram.com/perumdatrs/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS4103,(none)
Perusahaan Listrik Negara (PT. PLN (Persero),(no info found),,,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn.","GS2298, GS2299",(none)
Project Team ATR Inc.,(no info found),,https://enatr.imweb.me/69,"Searched https://enatr.imweb.me/69 — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS4103,(none)
PT Andalas Agro Industry,(no info found),,https://rspo.org/wp-content/uploads/RSPO-Public-Announcement-Template-ENG-PT-Andalas-Agro-Industri.pdf,"No company website in dataset — URL points to a registry document. Try the project's PDD (Project Design Document) at https://rspo.org/wp-content/uploads/RSPO-Public-Announcement-Template-ENG-PT-Andalas-Agro-Industri.pdf for company contact details, or search for the company on companieshouse.id.",VCS4467,(none)
PT Andalas Wahana Berjaya,(no info found),,,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn.",VCS4467,(none)
PT Austral Byna,(no info found),,XXX,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn.",VCS4520,(none)
PT CarbonX Bumi Harmoni,(no info found),,https://www.carbonxco.com/contact-us,"Searched https://www.carbonxco.com/contact-us — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS5458,(none)
PT Citra Mulia Inti,(no info found),,?,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn.",VCS5458,(none)
PT Energi Bayu Jeneponto,(no info found),,https://www.adb.org/sites/default/files/project-documents/51209/51209-001-esmr-en_3.pdf,"Searched https://www.adb.org/sites/default/files/project-documents/51209/51209-001-esmr-en_3.pdf — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",GS7164,(none)
PT Energi Selalu Baru (ESB),(no info found),,https://www.nfcindonesia.id/copy-of-esb,"Searched https://www.nfcindonesia.id/copy-of-esb — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",GS23333,(none)
PT Farinda Bersaudara,(no info found),,,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn.",VCS4467,(none)
PT Hamparan Bumi Mas Abadi,(no info found),,https://companieshouse.id/hamparan-bumi-mas-abadi,"Indonesian business registry entry (https://companieshouse.id/hamparan-bumi-mas-abadi) typically lists the founding directors at incorporation but not current leadership. Try news searches in Indonesian (Tempo, Kompas, Bisnis Indonesia) or LinkedIn.",VCS3297,(none)
